sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Stalybridge_Pull_Testing_&_GI_25-04-01_W1_Tuesday_Night_AL.xlsm,SI-GI,CRSA,Stalybridge Pull Testing & GI,240245,04/01/2025,Tuesday,Night,1,23:00:00,04:45:00,01:00:00,23:30:00,04:15:00,04:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,1,TBC,1,1,1,2026,14,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_01-03-25_W49_Saturday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/01/2025,Saturday,Night,49,22:30:00,06:40:00,01:20:00,23:00:00,05:50:00,06:50:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,12,4,2025,9,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-01_W45_Saturday_Day_LT.xlsm,SI-GI,CRSA,GI Structures,240245,02/01/2025,Saturday,Day,45,07:00:00,16:00:00,02:15:00,08:00:00,14:45:00,06:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Lewis Thompson,,,,,,,,No,1,10,TBC,44,11,4,2025,5,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Monitoring_W3_Track_Monitoring_25-03-30_W1_Sunday_Night_PW.xlsm,Monitoring,Amey,W3_Track_Monitoring,240207,03/30/2025,Sunday,Night,1,19:00:00,02:00:00,02:00:00,20:00:00,01:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Wilde,,,,,,,,No,2,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-0990_Monitoring_LEN3_UB247_25-05-29_W9_Thursday_Day_PS.xlsm,Monitoring,AMCO,LEN3 UB247,990,05/29/2025,Thursday,Day,9,07:15:00,15:00:00,05:45:00,10:00:00,12:00:00,02:00:00,00:00:00,00:00:00,00:00:00,00:00:00,P Serwinski,,,,,,,,No,1,0,TBC,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/2402007_Monitoring_TRU_W4_drainage_monitoring_25-03-21_W51_Friday_Night_PS.xlsm,Monitoring,Amey,TRU W4 drainage monitoring,240207,03/21/2025,Friday,Night,51,14:00:00,23:10:00,02:00:00,15:00:00,22:10:00,07:10:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,,,,,,,,No,4,0,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250132_Monitoring_Bankhouse_Lane_25-03-23_W52_Sunday_Day_P.xlsm,Monitoring,AMCO,Bankhouse Lane,250132,03/23/2025,Sunday,Day,52,15:00:00,18:30:00,02:00:00,16:00:00,17:30:00,01:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Prem,,,,,,,,No,2,6,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250132_Monitoring_Bankhouse_Lane_25-03-23_W52_Sunday_Day_MM.xlsm,Monitoring,AMCO,Bankhouse Lane,250132,03/23/2025,Sunday,Day,52,05:30:00,11:00:00,04:00:00,08:00:00,09:30:00,01:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Mike McAvoy,,,,,,,,No,2,6,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250132_Monitoring_Bankhouse_Lane_25-03-21_W51_Friday_Day_JJ.xlsm,Monitoring,AMCO,Bankhouse Lane,250132,03/21/2025,Friday,Day,51,06:25:00,11:40:00,04:15:00,08:15:00,09:15:00,01:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Josh Jackson,,,,,,,,No,1,3,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250132_Monitoring_Bankhouse_Lane_25-03-20_W51_Thursday_Day_JJ.xlsm,Monitoring,AMCO,Bankhouse Lane,250132,03/20/2025,Thursday,Day,51,05:20:00,14:05:00,04:30:00,08:00:00,12:15:00,04:15:00,00:00:00,00:00:00,00:00:00,00:00:00,Josh Jackson,,,,,,,,No,2,6,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chrorley_Road_25-03-23_W52_Sunday_Day_JK.xlsm,Monitoring,Kier,Chrorley Road,250108,03/23/2025,Sunday,Day,52,13:35:00,16:35:00,02:00:00,14:30:00,15:30:00,01:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jay Kinney,,,,,,,,No,1,0,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-30_W1_Sunday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/30/2025,Sunday,Day,1,08:30:00,10:15:00,01:15:00,09:00:00,09:30:00,00:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-29_W1_Saturday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/29/2025,Saturday,Day,1,08:30:00,10:05:00,01:05:00,09:00:00,09:30:00,00:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-28_W52_Friday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/28/2025,Friday,Day,52,10:00:00,13:00:00,02:25:00,11:00:00,11:35:00,00:35:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-27_W52_Thursday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/27/2025,Thursday,Day,52,10:00:00,12:00:00,01:30:00,10:45:00,11:15:00,00:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-26_W52_Wednesday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/26/2025,Wednesday,Day,52,11:15:00,13:15:00,01:00:00,11:45:00,12:45:00,01:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-24_W52_Monday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/24/2025,Monday,Day,52,11:00:00,15:00:00,02:00:00,11:30:00,13:30:00,02:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250108_Monitoring_Chorley_Road_25-03-25_W52_Tuesday_Day_JM.xlsm,Monitoring,Kier,Chorley Road,250108,03/25/2025,Tuesday,Day,52,11:00:00,13:00:00,01:00:00,11:30:00,12:30:00,01:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jon Malkin,,,,,,,,No,1,0,TBC,52,12,4,2025,13,March,2025
"https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Off_Track_Diggle,_Huddersfield_25-04-22_W1_Tuesday_Day_JM.xlsm",SI-GI,CRSA,"Off Track Diggle, Huddersfield",240245,04/22/2025,Tuesday,Day,1,06:30:00,16:00:00,03:00:00,08:00:00,14:30:00,06:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jonathan Malkin,,,,,,,,No,1,4,TBC,4,1,1,2026,17,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_27-02-25_W48_Thursday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/27/2025,Thursday,Night,48,19:30:00,03:50:00,01:50:00,20:30:00,03:00:00,06:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-05-12_W7_Monday_Day_JS.xlsm,SI-GI,CRSA,GI Structures,240245,05/12/2025,Monday,Day,7,06:00:00,12:30:00,04:00:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Joe Saxon,,,,,,,,No,1,4,TBC,7,2,1,2026,20,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-05_W49_Wednesday_Night_MM.xlsm,SI-GI,CRSA,GI Structures,240245,03/05/2025,Wednesday,Night,49,21:30:00,05:45:00,04:00:00,23:30:00,03:45:00,04:15:00,00:00:00,00:00:00,00:00:00,00:00:00,M McAvoy,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-05_W49_Wednesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/05/2025,Wednesday,Night,49,19:30:00,00:50:00,01:50:00,20:30:00,00:00:00,03:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-03_W49_Monday_Night_MM.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,19:30:00,05:00:00,05:45:00,21:30:00,01:15:00,03:45:00,00:00:00,00:00:00,00:00:00,00:00:00,M McAvoy,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-03_W49_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,19:30:00,01:20:00,01:50:00,20:30:00,00:30:00,04:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-27_W48_Thursday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/27/2025,Thursday,Night,48,22:00:00,03:15:00,02:45:00,23:00:00,01:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-26_W48_Wednesday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/26/2025,Wednesday,Night,48,22:00:00,03:45:00,02:05:00,23:00:00,02:40:00,03:40:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-25_W48_Tuesday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/25/2025,Tuesday,Night,48,22:00:00,05:15:00,02:30:00,23:00:00,03:45:00,04:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-25_W48_Tuesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/25/2025,Tuesday,Night,48,19:30:00,01:10:00,01:55:00,20:30:00,00:15:00,03:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-26_W48_Wednesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/26/2025,Wednesday,Night,48,19:30:00,01:00:00,01:50:00,20:30:00,00:10:00,03:40:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-25_W48_Tuesday_Night_AL - 1.xlsm,SI-GI,CRSA,GI Structures,240245,02/25/2025,Tuesday,Night,48,19:30:00,01:10:00,01:55:00,20:30:00,00:15:00,03:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-24_W48_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/24/2025,Monday,Night,48,19:00:00,03:30:00,02:15:00,20:30:00,02:45:00,06:15:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-24_W48_Monday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/24/2025,Monday,Night,48,22:00:00,05:00:00,02:00:00,23:00:00,04:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-20_W47_Thursday_Night_SP (1).xlsm,SI-GI,CRSA,GI Structures,240245,02/20/2025,Thursday,Night,47,00:20:00,04:40:00,23:30:00,22:35:00,03:25:00,04:50:00,00:00:00,00:00:00,00:00:00,00:00:00,Sam Percival,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-20_W47_Thursday_Night_MC.xlsm,SI-GI,CRSA,GI Structures,240245,02/20/2025,Thursday,Night,47,22:30:00,05:00:00,02:00:00,23:30:00,04:00:00,04:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Morgan Cowell,,,,,,,,No,2,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-19_W47_Wednesday_Night_SP (1).xlsm,SI-GI,CRSA,GI Structures,240245,02/19/2025,Wednesday,Night,47,21:30:00,03:25:00,02:05:00,22:35:00,02:25:00,03:50:00,00:00:00,00:00:00,00:00:00,00:00:00,Sam Percival,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-18_W47_Tuesday_Night_SP (1).xlsm,SI-GI,CRSA,GI Structures,240245,02/18/2025,Tuesday,Night,47,23:00:00,04:00:00,01:55:00,00:00:00,03:05:00,03:05:00,00:00:00,00:00:00,00:00:00,00:00:00,Sam Percival,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-19_W47_Wednesday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/19/2025,Wednesday,Night,47,19:00:00,00:00:00,02:00:00,20:00:00,23:00:00,03:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-14_W46_Friday_Day_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/14/2025,Friday,Day,46,07:00:00,14:00:00,01:35:00,07:45:00,13:10:00,05:25:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-12_W46_Wednesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/12/2025,Wednesday,Night,46,19:00:00,01:35:00,01:50:00,19:30:00,00:15:00,04:45:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-17_W47_Monday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/17/2025,Monday,Night,47,22:00:00,04:00:00,02:00:00,23:00:00,03:00:00,04:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-15_W47_Saturday_Night_SP.xlsm,SI-GI,CRSA,GI Structures,240245,02/15/2025,Saturday,Night,47,22:00:00,04:50:00,02:15:00,23:15:00,03:50:00,04:35:00,00:00:00,00:00:00,00:00:00,00:00:00,Sam Percival,,,,,,,,No,2,3,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-12_W46_Wednesday_Day_TM.xlsm,SI-GI,CRSA,GI Structures,240245,02/12/2025,Wednesday,Day,46,05:50:00,17:00:00,03:50:00,08:00:00,15:20:00,07:20:00,00:00:00,00:00:00,00:00:00,00:00:00,Terry Moncrieff,,,,,,,,No,1,3,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-17_W47_Monday_Night_SP (1).xlsm,SI-GI,CRSA,GI Structures,240245,02/17/2025,Monday,Night,47,22:30:00,04:15:00,02:05:00,23:30:00,03:10:00,03:40:00,00:00:00,00:00:00,00:00:00,00:00:00,Sam Percival,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-10_W46_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/10/2025,Monday,Night,46,19:00:00,23:30:00,01:15:00,19:30:00,22:45:00,03:15:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-04_W45_Tuesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/04/2025,Tuesday,Night,45,19:00:00,01:50:00,01:20:00,19:30:00,01:00:00,05:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-18_W47_Tuesday_Night_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/18/2025,Tuesday,Night,47,19:00:00,00:00:00,02:00:00,20:00:00,23:00:00,03:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,1,3,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-08_W46_Saturday_Day_JW.xlsm,SI-GI,CRSA,GI Structures,240245,02/08/2025,Saturday,Day,46,07:00:00,17:00:00,02:00:00,08:00:00,16:00:00,08:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,,,,,,,,No,2,3,TBC,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-02-03_W45_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,02/03/2025,Monday,Night,45,18:30:00,01:45:00,01:15:00,19:00:00,01:00:00,06:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-01-26_W44_Sunday_day_PD.xlsm,SI-GI,CRSA,GI Structures,240245,01/26/2025,Sunday,Day,44,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Philip Dee,,,,,,,,No,2,3,TBC,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-01-25_W44_Saturday_day_PD.xlsm,SI-GI,CRSA,GI Structures,240245,01/25/2025,Saturday,Day,44,06:00:00,18:00:00,02:30:00,07:30:00,17:00:00,09:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Philip Dee,,,,,,,,No,1,8,TBC,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_13-03-25_W50_Thursday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/13/2025,Thursday,Night,50,21:30:00,03:50:00,02:55:00,23:00:00,02:25:00,03:25:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_12-03-25_W50_Wednesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/12/2025,Wednesday,Night,50,23:00:00,02:45:00,01:35:00,23:45:00,01:55:00,02:10:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_11-03-25_W49_Tuesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/11/2025,Tuesday,Night,50,23:00:00,04:05:00,01:30:00,23:45:00,03:20:00,03:35:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_10-03-25_W49_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/10/2025,Monday,Night,50,23:00:00,04:10:00,01:35:00,23:45:00,03:20:00,03:35:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_04-03-25_W49_Tuesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/04/2025,Tuesday,Night,49,19:30:00,01:15:00,01:45:00,20:30:00,00:30:00,04:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_06-03-25_W49_Thursday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/06/2025,Thursday,Night,49,19:30:00,00:40:00,01:50:00,20:30:00,23:50:00,03:20:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_03-03-25_W49_Monday_Night_AL.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,19:30:00,01:20:00,01:50:00,20:30:00,00:30:00,04:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_-_Marsden_25-02-04_W45_Tuesday_Night_AL.xlsm,SI-GI,CRSA,GI Structures - Marsden,240245,02/04/2025,Tuesday,Night,45,18:30:00,01:45:00,01:15:00,19:00:00,01:00:00,06:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Alex Lima,,,,,,,,No,2,3,TBC,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_DR1645_25-02-13_W46_Thursday_Night_KZ.xlsm,SI-GI,CRSA,DR1645,240245,02/13/2025,Thursday,Night,46,00:00:00,00:00:00,20:45:00,22:00:00,01:15:00,03:15:00,00:00:00,00:00:00,00:00:00,00:00:00,Kris Zielinski,,,,,,,,No,1,2,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_DR1644_Manchester_Road_CCTV_Survey_25-02-14_W46_Friday_Night_KZ.xlsm,SI-GI,CRSA,DR1644 Manchester Road CCTV Survey,240245,02/14/2025,Friday,Night,46,00:00:00,00:00:00,20:05:00,20:00:00,23:55:00,03:55:00,00:00:00,00:00:00,00:00:00,00:00:00,Kris Zielinski,,,,,,,,No,1,2,TBC,46,11,4,2025,7,February,2025
