sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-06-26_W13_Thursday_Night_OA.xlsm,Survey,CRSA,Primrose Hill DC,240335,06/26/2025,Thursday,Night,13,23:30:00,05:10:00,02:15:00,00:45:00,04:10:00,03:25:00,01:35:00,01:35:00,01:35:00,01:35:00,Ovidiu Amariutei,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,4,0,0,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-06-30_W14_Monday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,06/30/2025,Monday,Night,14,20:30:00,04:45:00,04:50:00,00:45:00,04:10:00,03:25:00,01:35:00,01:35:00,01:35:00,01:35:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,3,0,0,14,3,1,2026,27,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-06-25_W13_Wednesday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,06/25/2025,Wednesday,Night,13,00:30:00,04:40:00,01:00:00,01:00:00,04:10:00,03:10:00,01:35:00,01:35:00,01:35:00,01:35:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,4,0,0,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-06-24_W13_Tuesday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,06/24/2025,Tuesday,Night,13,00:30:00,04:30:00,00:55:00,01:00:00,04:05:00,03:05:00,01:35:00,01:35:00,01:35:00,01:35:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,4,0,0,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-06-23_W13_Monday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,06/23/2025,Monday,Night,13,20:00:00,04:30:00,03:55:00,23:30:00,04:05:00,04:35:00,02:30:00,02:30:00,02:30:00,02:30:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,4,0,0,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Barton_&_Broughton_Loop_25-05-31_W10_Saturday_Night_TM.xlsm,Survey,CRSA,Barton & Broughton Loop,240098,05/31/2025,Saturday,Night,10,22:30:00,08:30:00,01:05:00,23:00:00,07:55:00,08:55:00,01:45:00,01:45:00,01:45:00,00:00:00,T Moncrieff,CGJ6,PR3 5ND,3,1019,4,301,952.79999999999927,No,2,0,Local Pseudo OS,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Survey_SL4798_Signal_Gantry_25-05-29_W9_Thursday_Night_MC.xlsm,Survey,Amey,SL4798 Signal Gantry,240207,05/29/2025,Thursday,Night,9,23:00:00,03:00:00,01:45:00,00:00:00,02:15:00,02:15:00,04:20:00,04:20:00,00:00:00,00:00:00,Morgan Cowell,MDL1,0,27,0,28,0,1609.3399999999965,No,2,0,TBC,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-04-05_W2_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,04/05/2025,Saturday,Night,2,21:30:00,09:30:00,04:00:00,23:30:00,07:30:00,08:00:00,02:20:00,02:20:00,02:20:00,00:00:00,Ovi Amariutei,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,2,0,TBC,1,1,1,2026,14,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240245_Survey_DR1642-DR1711-Manchester_Rd_Compound_25-03-15_W51_Saturday_Night_TM.xlsm,Survey,CRSA,DR1642-DR1711-Manchester Rd Compound,240245,03/15/2025,Saturday,Night,51,22:00:00,07:30:00,02:00:00,23:00:00,06:30:00,07:30:00,00:20:00,00:20:00,00:00:00,00:00:00,T Moncrieff,MVL3,0,0,0,0,0,0,No,1,4,TBC,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250088_Survey_Cottage_Junction_25-03-27_W52_Thursday_Night_OA.xlsm,Survey,Volker Rail,Cottage Junction,250088,03/27/2025,Thursday,Night,52,22:30:00,04:30:00,01:00:00,23:00:00,04:00:00,05:00:00,02:25:00,02:25:00,00:00:00,00:00:00,O Amariutei,VTB1,CR0 6DD,0,0,0,0,0,No,2,1,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250088_Survey_Cottage_Junction_25-03-26_W52_Wednesday_Night_TM.xlsm,Survey,Volker Rail,Cottage Junction,250088,03/26/2025,Wednesday,Night,52,22:45:00,04:15:00,00:30:00,23:00:00,04:00:00,05:00:00,02:25:00,02:25:00,00:00:00,00:00:00,T Moncrieff,VTB1,CR0 6DD,0,0,0,0,0,No,2,1,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250088_Survey_Cottage_Junction_25-03-25_W52_Tuesday_Night_TM.xlsm,Survey,Volker Rail,Cottage Junction,250088,03/25/2025,Tuesday,Night,52,22:45:00,04:15:00,00:30:00,23:00:00,04:00:00,05:00:00,02:25:00,02:25:00,00:00:00,00:00:00,T Moncrieff,VTB1,CR0 6DD,0,0,0,0,0,No,2,1,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250088_Survey_Cottage_Junction_25-03-24_W52_Monday_Night_TM.xlsm,Survey,Volker Rail,Cottage Junction,250088,03/24/2025,Monday,Night,52,18:00:00,04:15:00,05:30:00,23:00:00,03:45:00,04:45:00,03:00:00,03:00:00,00:00:00,00:00:00,T Moncrieff,VTB1,CR0 6DD,0,0,0,0,0,No,2,1,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250016_Survey_South_Bermondsey_25-01-26_W44_Sunday_Day_OA.xlsm,Survey,Crayside,South_Bermondsey,250016,01/26/2025,Sunday,Day,44,07:00:00,19:00:00,00:30:00,07:00:00,18:30:00,11:30:00,01:00:00,01:00:00,00:00:00,00:00:00,Ovidiu Amariutei,BTH1,SE16,1,1050,1,1695,589.79,No,2,3,TBC,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250006_Survey_Poynton_Station_Topo_25-02-15_W47_Saturday_Night_JB.xlsm,Survey,AMCO,Poynton_Station_Topo,250006,02/15/2025,Saturday,Night,47,21:50:00,05:00:00,01:25:00,22:30:00,04:15:00,05:45:00,05:30:00,05:30:00,00:00:00,00:00:00,Jack Boardman,MCH,SK12 1HB,0,0,0,0,0,No,2,0,Existing Pseudo OSTN15,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250006_Survey_Poynton_Station_Topo_25-02-01_W45_Saturday_Night_TM.xlsm,Survey,AMCO,Poynton_Station_Topo,250006,02/01/2025,Saturday,Night,45,21:45:00,06:30:00,01:15:00,22:00:00,05:30:00,07:30:00,04:50:00,04:50:00,00:00:00,00:00:00,T Moncrieff,MCH,SK12 1HB,0,0,0,0,0,No,2,0,Existing Pseudo OSTN15,44,11,4,2025,5,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240151_Survey_WYKE_TUNNEL_25-03-22_W52_Saturday_NIGHT_SP.xlsm,Survey,AMCO,WYKE TUNNEL,240151,03/22/2025,Saturday,Night,52,21:45:00,07:20:00,02:40:00,23:15:00,06:10:00,06:55:00,02:15:00,02:15:00,00:00:00,00:00:00,S PERCIVAL,MRB,0,0,0,0,0,0,No,2,3,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-05-17_W8_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,05/17/2025,Saturday,Night,8,21:30:00,09:30:00,03:50:00,23:30:00,07:40:00,08:10:00,00:40:00,00:40:00,00:40:00,00:00:00,Ovi Amariutei,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,3,0,GWPBS09 Snakegrid,7,2,1,2026,20,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-04-26_W5_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,04/26/2025,Saturday,Night,5,20:00:00,08:00:00,03:15:00,23:00:00,07:45:00,08:45:00,00:45:00,00:45:00,00:45:00,00:00:00,Ovi Amariutei,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,4,0,GWPBS09 Snakegrid,4,1,1,2026,17,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250272_Survey_Erdington_Sation_25-10-31_W31_Friday_Night_Ps.xlsm,Survey,CK Rail,Erdington Sation,250272,10/31/2025,Friday,Night,31,22:45:00,06:30:00,04:15:00,01:00:00,04:30:00,03:30:00,04:55:00,00:30:00,02:55:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,2,0,OS Grid,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/1071_Survey_Acton_Lane_-_Setting_Out_25-11-08_W33_Saturday_Night_OA.xlsm,Survey,AMCO,Acton Lane - Setting Out,1071,11/08/2025,Saturday,Night,33,21:30:00,07:30:00,02:30:00,23:00:00,06:30:00,07:30:00,01:30:00,01:30:00,01:30:00,00:00:00,Ovidiu Amariutei,N/A,WD17 2NJ,6,59,6,89,27.440000000000509,No,1,0,Pseudo OS,32,8,3,2026,45,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250358_Survey_Harrow__25-11-08_W33_Saturday_Night_PS.xlsm,Survey,Amey,Harrow,250358,11/08/2025,Saturday,Night,33,18:30:00,06:30:00,02:45:00,21:15:00,06:30:00,09:15:00,03:00:00,04:00:00,03:00:00,00:00:00,P. Serwinski,LEC,0,0,0,0,0,0,No,1,1,TBC,32,8,3,2026,45,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/1071_Survey_Acton_Lane-Setting_Out_25-11-15_W34_Saturday_Night_OA.xlsm,Survey,AMCO,Acton Lane-Setting Out,1071,11/15/2025,Saturday,Night,34,21:30:00,08:00:00,02:30:00,23:00:00,07:00:00,08:00:00,00:00:00,04:50:00,01:30:00,01:50:00,Ovidiu Amariutei,N/A,WD17 2NJ,6,59,6,89,27.440000000000509,No,1,0,Pseudo OS,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250225_Survey_Man_Vic_Scanning_Viaduct_14_25-11-29_W36_Saturday_Night_PMP.xlsm,Survey,AMCO,Man Vic Scanning Viaduct 14,250225,11/29/2025,Saturday,Night,36,23:00:00,04:45:00,07:05:00,23:30:00,22:10:00,22:40:00,03:35:00,03:35:00,00:00:00,00:00:00,Pawel Przenioslo,COL,M1 2BN,188,1475,N/A,N/A,,No,2,0,Pseudo OSGB36 (TN15/GM15),35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_King_Post_MONITORING_25-10-18_W30_Saturday_Night_PW.xlsm,Monitoring,Amey,King Post MONITORING,240207,10/18/2025,Saturday,Night,30,22:00:00,01:30:00,02:25:00,23:00:00,00:05:00,01:05:00,04:55:00,04:55:00,00:00:00,00:00:00,Paul Wilde,,,,,,,,No,2,0,TBC,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-20_W30_Monday_Night_JS.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/20/2025,Monday,Night,30,07:30:00,12:00:00,01:00:00,08:00:00,11:30:00,03:30:00,02:00:00,02:00:00,00:00:00,00:00:00,Joe Saxon,,,,,,,,No,2,0,TBC,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-13_W29_Monday_Night_JS.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/13/2025,Monday,Night,29,07:30:00,13:15:00,01:00:00,08:00:00,12:45:00,04:45:00,03:30:00,03:30:00,00:00:00,00:00:00,Joe Saxon,,,,,,,,No,2,0,TBC,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-08_W28_Wednesday_Night_PD.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/08/2025,Wednesday,Night,28,21:00:00,06:00:00,03:00:00,23:00:00,05:00:00,06:00:00,04:25:00,04:25:00,00:00:00,00:00:00,P Dee,,,,,,,,No,2,0,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-11_W29_Saturday_Night_JS.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/11/2025,Saturday,Night,29,23:30:00,04:45:00,00:50:00,23:50:00,04:15:00,04:25:00,04:25:00,04:25:00,00:00:00,00:00:00,Joe Saxon,,,,,,,,No,2,0,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-09_W28_Thursday_Night_PD.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/09/2025,Thursday,Night,28,19:00:00,07:00:00,06:00:00,23:00:00,05:00:00,06:00:00,04:25:00,04:25:00,00:00:00,00:00:00,P Dee,,,,,,,,No,2,0,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-10_W28_Friday_Night_JS.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/10/2025,Friday,Night,28,17:00:00,21:30:00,01:00:00,17:30:00,21:00:00,03:30:00,02:30:00,02:30:00,00:00:00,00:00:00,Joe Saxon,,,,,,,,No,3,0,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W3_Drainage_MONITORING_Day4_25-10-03_W27_Friday_Night_PS.xlsm,Monitoring,Amey,TRU_W3_Drainage_MONITORING_Day4,240207,10/03/2025,Friday,Night,27,22:30:00,05:10:00,01:20:00,23:10:00,04:30:00,05:20:00,20:10:00,02:10:00,00:00:00,00:00:00,P. Serwinski,,,,,,,,No,2,0,TBC,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240209_Monitoring_W3_PILE_MONITORING_25-10-02_W27_Thursday_Night_MC.xlsm,Monitoring,Amey,W3 PILE MONITORING,240209,10/02/2025,Thursday,Night,27,23:30:00,05:15:00,01:45:00,00:30:00,04:30:00,04:00:00,01:00:00,01:00:00,00:00:00,00:00:00,Morgan Cowell,,,,,,,,No,3,0,TBC,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_W4_OLE__MONITORING_25-10-01_W27_Wednesday_Night_PW.xlsm,Monitoring,Amey,W4_OLE_ MONITORING,240207,10/01/2025,Wednesday,Night,27,21:10:00,01:30:00,03:35:00,23:20:00,00:05:00,00:45:00,06:55:00,06:55:00,00:00:00,00:00:00,Paul Wilde,,,,,,,,Yes,2,0,TBC,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240209_Monitoring_W3_PILE_MONITORING_25-10-01_W27_Wednesday_Night_MC.xlsm,Monitoring,Amey,W3 PILE MONITORING,240209,10/01/2025,Wednesday,Night,27,23:30:00,05:15:00,01:45:00,00:30:00,04:30:00,04:00:00,01:00:00,01:00:00,00:00:00,00:00:00,Morgan Cowell,,,,,,,,No,2,0,TBC,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240209_Monitoring_W3_PILE_MONITORING_25-09-30_W27_Tuesday_Night_MC.xlsm,Monitoring,Amey,W3 PILE MONITORING,240209,09/30/2025,Tuesday,Night,27,23:30:00,05:15:00,01:45:00,00:30:00,04:30:00,04:00:00,01:00:00,01:00:00,00:00:00,00:00:00,Morgan Cowell,,,,,,,,No,2,0,TBC,27,6,2,2026,40,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250294_Monitoring_Garstang_Monitoring_25-07-11_W15_Friday_Night_JD.xlsm,Monitoring,AMCO,Garstang Monitoring,250294,07/11/2025,Friday,Night,15,20:30:00,04:20:00,04:30:00,23:00:00,02:20:00,03:20:00,00:20:00,00:30:00,00:00:00,00:00:00,James Dietz,,,,,,,,No,2,0,Local,15,4,2,2026,28,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W4_25-06-26_W13_Thursday_Night_PS.xlsm,Monitoring,Amey,TRU W4,240207,06/26/2025,Thursday,Night,13,22:00:00,03:30:00,01:50:00,22:50:00,02:30:00,03:40:00,05:10:00,00:40:00,00:25:00,00:00:00,P Serwinski,,,,,,,,No,2,0,TBC,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W4_25-06-25_W13_Wednesday_Night_PS.xlsm,Monitoring,Amey,TRU W4,240207,06/25/2025,Wednesday,Night,13,22:00:00,03:30:00,01:50:00,22:50:00,02:30:00,03:40:00,05:35:00,00:20:00,00:30:00,00:00:00,P Serwinski,,,,,,,,No,2,0,TBC,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W_4_25-06-24_W13_Tuesday_Night_PS.xlsm,Monitoring,Amey,TRU W 4,240207,06/24/2025,Tuesday,Night,13,22:00:00,03:30:00,01:50:00,22:50:00,02:30:00,03:40:00,05:10:00,00:25:00,00:30:00,00:20:00,P Serwinski,,,,,,,,No,2,0,TBC,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W_4_25-06-23_W13_Monday_Night_PS.xlsm,Monitoring,Amey,TRU W 4,240207,06/23/2025,Monday,Night,13,22:00:00,05:15:00,01:45:00,23:00:00,04:30:00,05:30:00,05:15:00,00:40:00,00:00:00,00:00:00,P Serwinski,,,,,,,,No,2,0,TBC,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W3_25-05-01_W5_Thursday_Night_PS.xlsm,Monitoring,Amey,TRU_W3,240207,05/01/2025,Thursday,Night,5,23:00:00,03:20:00,00:10:00,23:55:00,04:05:00,04:10:00,03:30:00,00:35:00,00:10:00,00:00:00,P Serwinski,,,,,,,,No,2,1,TBC,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_W3_25-04-30_W5_Wednesday_Night_PS.xlsm,Monitoring,Amey,TRU_W3,240207,04/30/2025,Wednesday,Night,5,23:00:00,03:20:00,00:10:00,23:55:00,04:05:00,04:10:00,03:30:00,00:45:00,00:10:00,00:00:00,P Serwinski,,,,,,,,No,2,1,TBC,5,1,1,2026,18,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Monitoring_W3_Track_Monitoring_25-03-28_W52_Friday_Night_PW.xlsm,Monitoring,Amey,W3_Track_Monitoring,240207,03/28/2025,Friday,Night,52,22:00:00,07:00:00,02:00:00,23:00:00,06:00:00,07:00:00,04:00:00,04:00:00,00:00:00,00:00:00,P. Wilde,,,,,,,,No,2,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Monitoring_W3_Track_Monitoring_25-03-22_W52_Saturday_Night_TM.xlsm,Monitoring,Amey,W3 Track Monitoring,240207,03/22/2025,Saturday,Night,52,22:00:00,09:00:00,02:30:00,23:00:00,07:30:00,08:30:00,02:20:00,02:20:00,00:00:00,00:00:00,T Moncrieff,,,,,,,,No,2,0,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Slaithwaite_25-02-24_W48_Monday_Night_JM.xlsm,SI-GI,CRSA,Slaithwaite,240245,02/24/2025,Monday,Night,48,22:00:00,05:30:00,02:10:00,23:00:00,04:20:00,05:20:00,03:25:00,03:25:00,00:00:00,00:00:00,Jonathan Malkin,,,,,,,,No,1,1,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Marsden_Station_25-02-20_W47_Thursday_Night_SH.xlsm,SI-GI,CRSA,Marsden Station,240245,02/20/2025,Thursday,Night,47,21:45:00,04:25:00,02:25:00,23:00:00,03:15:00,04:15:00,03:00:00,03:00:00,00:00:00,00:00:00,Steve Higgin,,,,,,,,No,1,1,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Marsden_Station_25-02-17_W47_Monday_Night_SH.xlsm,SI-GI,CRSA,Marsden Station,240245,02/17/2025,Monday,Night,47,21:45:00,06:00:00,02:35:00,23:00:00,04:40:00,05:40:00,02:45:00,02:45:00,00:00:00,00:00:00,Steve Higgin,,,,,,,,No,1,1,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_Marsden_Station_25-02-18_W47_Tuesday_Night_SH.xlsm,SI-GI,CRSA,Marsden Station,240245,02/18/2025,Tuesday,Night,47,21:45:00,05:10:00,02:15:00,23:00:00,04:10:00,05:10:00,02:05:00,02:05:00,00:00:00,00:00:00,Steve Higgin,,,,,,,,No,1,1,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-05_W49_Wednesday_Night_JM.xlsm,SI-GI,CRSA,GI Structures,240245,03/05/2025,Wednesday,Night,49,22:00:00,05:00:00,02:30:00,23:00:00,03:30:00,04:30:00,01:15:00,01:15:00,00:00:00,00:00:00,Jonathan Malkin,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-04_W49_Tuesday_Night_JM.xlsm,SI-GI,CRSA,GI Structures,240245,03/04/2025,Tuesday,Night,49,21:30:00,05:00:00,03:30:00,23:00:00,03:00:00,04:00:00,00:45:00,00:45:00,00:00:00,00:00:00,Jonathan Malkin,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-04_W49_Tuesday_Night_LB.xlsm,SI-GI,CRSA,GI Structures,240245,03/04/2025,Tuesday,Night,49,21:30:00,04:35:00,03:20:00,23:00:00,02:45:00,03:45:00,03:40:00,03:40:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_25-03-03_W49_Monday_Night_LB.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,21:30:00,04:45:00,03:15:00,23:00:00,03:00:00,04:00:00,03:15:00,03:15:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_04-03-25_W49_Tuesday_Night_AL copy copy.xlsm,SI-GI,CRSA,GI Structures,240245,03/04/2025,Tuesday,Night,49,21:30:00,04:35:00,03:20:00,23:00:00,02:45:00,03:45:00,03:40:00,03:40:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_03-03-25_W49_Monday_Night_AL copy.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,21:30:00,04:45:00,03:15:00,23:00:00,03:00:00,04:00:00,03:15:00,03:15:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_03-03-25_W49_Monday_Night_AL copy - 2.xlsm,SI-GI,CRSA,GI Structures,240245,03/04/2025,Tuesday,Night,49,21:30:00,04:35:00,03:20:00,23:00:00,02:45:00,03:45:00,03:40:00,03:40:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_SI-GI_GI_Structures_03-03-25_W49_Monday_Night_AL copy - 1.xlsm,SI-GI,CRSA,GI Structures,240245,03/03/2025,Monday,Night,49,21:30:00,04:45:00,03:15:00,23:00:00,03:00:00,04:00:00,03:15:00,03:15:00,00:00:00,00:00:00,Lee Buckley,,,,,,,,No,1,3,TBC,49,12,4,2025,10,March,2025
